codigo|nombre|tipo|nivel|repeticiones|videoURL|autoload|poster|descripcion|musculos|calorias|tiempo
143|Hang DB Clean-(Máximo)|Musculacion|RX|10|https://www.youtube.com/watch?v=iIMg_6wZ38w|false|https://img.youtube.com/vi/iIMg_6wZ38w/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Agarre (Grip),Lumbar|0|0
144|Man maker|Musculacion|N1|4|https://www.youtube.com/watch?v=NJztTcxHgm4|false|https://img.youtube.com/vi/NJztTcxHgm4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Cuadriceps|0|0
145|Man maker-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=NJztTcxHgm4|false|https://img.youtube.com/vi/NJztTcxHgm4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Cuadriceps|0|0
146|Filly Press-(Moderado)|Musculacion|N2|7|https://www.youtube.com/watch?v=cd5Bbx765_M|false|https://img.youtube.com/vi/cd5Bbx765_M/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
147|Filly Press-(Máximo)|Musculacion|RX|11|https://www.youtube.com/watch?v=cd5Bbx765_M|false|https://img.youtube.com/vi/cd5Bbx765_M/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
148|Devil Press|Musculacion|N1|4|https://www.youtube.com/watch?v=arhBxv_pFDM|false|https://img.youtube.com/vi/arhBxv_pFDM/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Pecho|0|0
149|Devil Press-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=arhBxv_pFDM|false|https://img.youtube.com/vi/arhBxv_pFDM/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Pecho|0|0
150|KB Deadlift H.P-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=kmmnVzHlWmU|false|https://img.youtube.com/vi/kmmnVzHlWmU/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
151|KB Press cada brazo-(Moderado)|Musculacion|N2|7|https://www.youtube.com/watch?v=yvgO_zdYn7c|false|https://img.youtube.com/vi/yvgO_zdYn7c/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
152|DB Push Press-(Moderado)|Musculacion|N2|7|https://www.youtube.com/watch?v=ZUpujXKd5sU|false|https://img.youtube.com/vi/ZUpujXKd5sU/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
153|KB Push Press-(Moderado)|Musculacion|N2|7|https://www.youtube.com/watch?v=VsBDlsXE9vc|false|https://img.youtube.com/vi/VsBDlsXE9vc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
154|KB Clean and Push Jerk-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=Ax9m0QF4Duk|false|https://img.youtube.com/vi/Ax9m0QF4Duk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Lumbar|0|0
155|KB Clean and Push Jerk-(Máximo)|Musculacion|RX|12|https://www.youtube.com/watch?v=Ax9m0QF4Duk|false|https://img.youtube.com/vi/Ax9m0QF4Duk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Lumbar|0|0
156|DB Maltese Press|Musculacion|N1|6|https://www.youtube.com/watch?v=rZZp3XJqpkw|false|https://img.youtube.com/vi/rZZp3XJqpkw/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
157|DB Maltese Press-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=rZZp3XJqpkw|false|https://img.youtube.com/vi/rZZp3XJqpkw/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
158|Dominadas Comando-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=GITBFhecTII|true|https://img.youtube.com/vi/GITBFhecTII/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Biceps|0|0
159|Remo sentado con goma-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=XQG6BCKFOXQ|true|https://img.youtube.com/vi/XQG6BCKFOXQ/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
160|Dominada Asistida-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=qGEY0sTct0M|true|https://img.youtube.com/vi/qGEY0sTct0M/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
161|Dominada negativa con salto|Musculacion|N1|5|https://www.youtube.com/watch?v=Rq4TneUtD3Y|true|https://img.youtube.com/vi/Rq4TneUtD3Y/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
162|Dominada con salto|Musculacion|N1|5|https://www.youtube.com/watch?v=9K4h8gJ1z8M|true|https://img.youtube.com/vi/9K4h8gJ1z8M/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
163|Dominada con Kipping-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=r45xLlH7r_M&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=41|true|https://img.youtube.com/vi/r45xLlH7r_M/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
164|Dominada-(Intenso)|Musculacion|RX+|5|https://www.youtube.com/watch?v=aAggnpPyR6E&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=14|true|https://img.youtube.com/vi/aAggnpPyR6E/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
165|Dominada bajada lenta-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=ZVotRx6nMzE|true|https://img.youtube.com/vi/ZVotRx6nMzE/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
166|Dominada lastrada-(Intenso)|Musculacion|RX+|5|https://www.youtube.com/watch?v=pPzW1KE2ye4|false|https://img.youtube.com/vi/pPzW1KE2ye4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
167|Pecho a la barra-(Máximo)|Musculacion|RX|10|https://www.youtube.com/watch?v=p9Stan68FYM&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=15|true|https://img.youtube.com/vi/p9Stan68FYM/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
168|Pecho a la barra estricto-(Máximo)|Musculacion|RX|6|https://www.youtube.com/watch?v=PmdNNN8nLGI&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=57|true|https://img.youtube.com/vi/PmdNNN8nLGI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
169|Dominada Butterfly-(Máximo)|Musculacion|RX|10|https://www.youtube.com/watch?v=OenVG15QMj8|true|https://img.youtube.com/vi/OenVG15QMj8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
170|Muscle Up-(Intenso)|Musculacion|RX+|4|https://www.youtube.com/watch?v=OCg3UXgzftc&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=16|true|https://img.youtube.com/vi/OCg3UXgzftc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
171|Muscle up en anillas-(Máximo)|Musculacion|RX|8|https://www.youtube.com/watch?v=fHrGdxGi_Og|false|https://img.youtube.com/vi/fHrGdxGi_Og/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
172|Muscle up estricto en anillas-(Máximo)|Musculacion|RX|4|https://www.youtube.com/watch?v=rtF51pQB6Wc&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=17|false|https://img.youtube.com/vi/rtF51pQB6Wc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
173|Subir la cuerda sin piernas-(Intenso)|Musculacion|RX+|1|https://www.youtube.com/watch?v=rfr-Tw3Pxh8&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=29|false|https://img.youtube.com/vi/rfr-Tw3Pxh8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
174|Flexiones con remo-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=IKleZO43o7o|false|https://img.youtube.com/vi/IKleZO43o7o/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho,Espalda|0|0
175|Flexiones con remo-(Máximo)|Musculacion|RX|10|https://www.youtube.com/watch?v=IKleZO43o7o|false|https://img.youtube.com/vi/IKleZO43o7o/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho,Espalda|0|0
176|Retracción escapular|Musculacion|N1|10|https://www.youtube.com/watch?v=qzlN-sTUeRE|true|https://img.youtube.com/vi/qzlN-sTUeRE/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
177|Retracción escapular-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=qzlN-sTUeRE|true|https://img.youtube.com/vi/qzlN-sTUeRE/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
178|Retracción escapular colgado|Musculacion|N1|10|https://www.youtube.com/watch?v=nHAd_BhaNkk|true|https://img.youtube.com/vi/nHAd_BhaNkk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
179|Dominadas australianas-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=bHO0A4ZF_Zg|false|https://img.youtube.com/vi/bHO0A4ZF_Zg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
180|Remo Renegado-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=M9XJV-q_EP0|false|https://img.youtube.com/vi/M9XJV-q_EP0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho,Espalda|0|0
181|Ball Slam-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=GhfpjZad6hE|false|https://img.youtube.com/vi/GhfpjZad6hE/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
182|Remo con KB-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=CgK2Qx1NM74|false|https://img.youtube.com/vi/CgK2Qx1NM74/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda,Lumbar|0|0
183|Burpee Dominada-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=jVzrLDIRqnE|true|https://img.youtube.com/vi/jVzrLDIRqnE/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
184|Remo KB-(Moderado)|Musculacion|N2|7|https://www.youtube.com/watch?v=Db2NSEyPY_Y|false|https://img.youtube.com/vi/Db2NSEyPY_Y/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Espalda|0|0
185|Fondos cajón|Musculacion|N1|10|https://www.youtube.com/watch?v=P_jCs3mY5e4|true|https://img.youtube.com/vi/P_jCs3mY5e4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Triceps|0|0
186|Fondos cajón-(Intenso)|Musculacion|RX+|30|https://www.youtube.com/watch?v=P_jCs3mY5e4|true|https://img.youtube.com/vi/P_jCs3mY5e4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Triceps|0|0
187|Remo en anillas-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=xhlReCpAE9k&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=13|false|https://img.youtube.com/vi/xhlReCpAE9k/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Triceps|0|0
188|Fondos-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=eERwCQHZqfA&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=48|true|https://img.youtube.com/vi/eERwCQHZqfA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho,Triceps|0|0
189|Fondos lastrados-(Máximo)|Musculacion|RX|8|https://www.youtube.com/watch?v=QGcbSt4NSC0|false|https://img.youtube.com/vi/QGcbSt4NSC0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Pecho,Triceps|0|0
190|Fondos en anillas con goma|Musculacion|N1|5|https://www.youtube.com/watch?v=lLAibvQh_VI|false|https://img.youtube.com/vi/lLAibvQh_VI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Triceps|0|0
191|Fondos en anillas con salto|Musculacion|N1|8|https://www.youtube.com/watch?v=Nh_rfKovWM4|false|https://img.youtube.com/vi/Nh_rfKovWM4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Triceps|0|0
192|Fondos en anillas-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=ZBiLetJ1XD4|false|https://img.youtube.com/vi/ZBiLetJ1XD4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Triceps|0|0
193|Fondos en anillas-(Máximo)|Musculacion|RX|10|https://www.youtube.com/watch?v=ZBiLetJ1XD4|false|https://img.youtube.com/vi/ZBiLetJ1XD4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Triceps|0|0
194|Fondos lastrados en anillas-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=Ag207YybkMo|false|https://img.youtube.com/vi/Ag207YybkMo/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Triceps|0|0
196|Saltos a la comba|Cardio|N1|50|https://www.youtube.com/watch?v=hCuXYrTOMxI|true|https://img.youtube.com/vi/hCuXYrTOMxI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|480|403
197|Saltos dobles a la comba-(Intenso)|Cardio|RX+|100|https://www.youtube.com/watch?v=-tF3hUsPZAI&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=19|true|https://img.youtube.com/vi/-tF3hUsPZAI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|360|431
198|Saltos triples a la comba-(Máximo)|Cardio|RX|50|https://www.youtube.com/watch?v=OSMvoZnh_ng|true|https://img.youtube.com/vi/OSMvoZnh_ng/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|660|358
199|High Knees seg|Cardio|N1|15|https://www.youtube.com/watch?v=Z5GdcUYXwt0|true|https://img.youtube.com/vi/Z5GdcUYXwt0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|120|266
200|High Knees seg-(Intenso)|Cardio|RX+|45|https://www.youtube.com/watch?v=Z5GdcUYXwt0|true|https://img.youtube.com/vi/Z5GdcUYXwt0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|420|268
201|Burpee|Cardio|N1|6|https://www.youtube.com/watch?v=TU8QYVW0gDU&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=22|true|https://img.youtube.com/vi/TU8QYVW0gDU/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|660|53
202|Burpee-(Intenso)|Cardio|RX+|14|https://www.youtube.com/watch?v=TU8QYVW0gDU&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=22|true|https://img.youtube.com/vi/TU8QYVW0gDU/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|600|214
203|Remo cal|Cardio|N1|5|https://www.youtube.com/watch?v=S7HEm-fd534&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=35|false|https://img.youtube.com/vi/S7HEm-fd534/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|420|184
204|Remo cal-(Intenso)|Cardio|RX+|15|https://www.youtube.com/watch?v=S7HEm-fd534&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=35|false|https://img.youtube.com/vi/S7HEm-fd534/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|120|404
205|Assult Bike cal-(Moderado)|Cardio|N2|10|https://www.youtube.com/watch?v=9xfUu652CMg|false|https://img.youtube.com/vi/9xfUu652CMg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|480|421
206|Assult Bike cal-(Máximo)|Cardio|RX|20|https://www.youtube.com/watch?v=9xfUu652CMg|false|https://img.youtube.com/vi/9xfUu652CMg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|600|260
207|Ski cal|Cardio|N1|5|https://www.youtube.com/watch?v=44YUR_dln0k|false|https://img.youtube.com/vi/44YUR_dln0k/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|120|419
208|Ski cal-(Intenso)|Cardio|RX+|15|https://www.youtube.com/watch?v=44YUR_dln0k|false|https://img.youtube.com/vi/44YUR_dln0k/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|240|376
209|Sentadilla con salto-(Moderado)|Cardio|N2|20|https://www.youtube.com/watch?v=rskNyaJnfvY|true|https://img.youtube.com/vi/rskNyaJnfvY/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|180|54
210|Salto lateral-(Moderado)|Cardio|N2|15|https://www.youtube.com/watch?v=hPm2y5rGKpY|true|https://img.youtube.com/vi/hPm2y5rGKpY/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|60|195
211|Saltos al cajon altura media-(Moderado)|Cardio|N2|18|https://www.youtube.com/watch?v=52r_Ul5k03g&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=49|false|https://img.youtube.com/vi/52r_Ul5k03g/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|480|412
212|Salto sobre cajón-(Moderado)|Cardio|N2|12|https://www.youtube.com/watch?v=-Tz4BF2ne2A|false|https://img.youtube.com/vi/-Tz4BF2ne2A/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|600|416
213|Salto al cajón con burpee-(Moderado)|Cardio|N2|8|https://www.youtube.com/watch?v=TMsvKvT-o_4|false|https://img.youtube.com/vi/TMsvKvT-o_4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|660|54
215|Salto barra lateral con burpee-(Moderado)|Cardio|N2|8|https://www.youtube.com/watch?v=Ot4WqENrTFc|true|https://img.youtube.com/vi/Ot4WqENrTFc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|180|257
216|Salto rodillas arriba-(Moderado)|Cardio|N2|6|https://www.youtube.com/watch?v=ofVWxtDSNRg|true|https://img.youtube.com/vi/ofVWxtDSNRg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|60|412
